model_name,parameters,model_size_mb,mean_latency,p95_latency_ms,throughput_imgs_per_sec
banana_leaf_cnn,205191,0.7994098663330078,1.320641040802002,1.386415958404541,757.2080293617997
resnet50,23522375,90.03722953796387,8.753936290740967,9.097909927368164,114.23432462693376
mobilenet_v3_large,4210999,16.263418197631836,8.534941673278809,8.618319034576416,117.16541697417799
efficientnet_b3,10706991,41.381160736083984,19.650087356567383,23.87981414794922,50.89035900218446
densenet121,6961031,27.139546394348145,23.103692531585693,25.946712493896484,43.283124488991206
vgg16,134289223,512.2843341827393,3.568422794342041,3.480350971221924,280.23585142028656
