epoch,train_loss,val_loss,train_acc,val_acc
1,2.260817973273141,1.9366438636532077,14.714285714285714,22.07792207792208
2,1.9800590256282262,2.011695468580568,18.0,14.285714285714286
3,1.8459533834457398,1.5307486181135301,23.285714285714285,29.87012987012987
4,1.687093618937901,1.4069582394191198,26.857142857142858,37.66233766233766
5,1.507479204450335,1.3101861678160631,34.857142857142854,38.96103896103896
6,1.4037393147604806,1.241109392859719,38.714285714285715,46.753246753246756
7,1.5075693007877895,1.9271061977782806,37.714285714285715,32.467532467532465
8,1.5040622752053396,1.3968472929743978,35.57142857142857,33.76623376623377
9,1.3717538118362427,1.061796242540533,42.714285714285715,50.64935064935065
10,1.2550514561789377,1.0744953976049052,44.857142857142854,59.74025974025974
11,1.2372296571731567,0.9958484482455563,47.714285714285715,58.44155844155844
12,1.1974489981787546,1.0322878236894484,50.285714285714285,53.246753246753244
13,1.172725784097399,1.0098593219534142,50.42857142857143,55.84415584415584
14,1.139077149118696,1.0028579645342641,52.142857142857146,63.63636363636363
15,1.065637491089957,0.9475517071686782,55.714285714285715,57.142857142857146
16,1.0591211904798234,0.699216418452077,55.857142857142854,67.53246753246754
17,1.0072343962533132,0.6612551301330715,58.57142857142857,79.22077922077922
18,1.0249313082013811,0.7831586042007843,59.142857142857146,70.12987012987013
19,1.0563926805768695,0.7545835360304102,56.42857142857143,68.83116883116882
20,1.0300928722109113,0.743594331400735,57.57142857142857,61.03896103896104
21,0.9148664157731192,0.6588748627668851,61.857142857142854,70.12987012987013
22,0.8839450154985701,0.762975942778897,63.142857142857146,68.83116883116882
23,0.8719834007535662,0.59073178257261,63.42857142857143,71.42857142857143
24,0.8135603243964059,0.5765433474020525,65.71428571428571,67.53246753246754
25,0.8163593207086836,0.7409765317842558,68.42857142857143,64.93506493506493
26,0.815143073286329,0.5394584838446085,65.85714285714286,75.32467532467533
27,0.7397363853454589,0.5881043924139692,70.57142857142857,77.92207792207792
28,0.7169907004492624,0.7341049936684695,70.57142857142857,66.23376623376623
29,0.7331050412995475,0.46223064463633995,68.57142857142857,84.41558441558442
30,0.6716717822211129,0.7260619659315456,73.0,66.23376623376623
