batch_size,device,mean_latency,std_latency_ms,min_latency_ms,max_latency_ms,p95_latency_ms,p99_latency_ms,throughput
1,cpu,4.9784088134765625,0.11372587675798124,4.678010940551758,5.241155624389648,5.164825916290283,5.239503383636475,200.8673930700504
1,cuda,1.095728874206543,0.0202409195931348,1.0707378387451172,1.1680126190185547,1.1339306831359863,1.13567590713501,912.6345244156647
4,cpu,15.976088047027588,0.2885457625344938,15.419721603393555,16.971111297607422,16.64252281188965,16.889915466308594,250.37418348130694
4,cuda,1.1325502395629883,0.012700153773712215,1.119375228881836,1.1718273162841797,1.1585593223571777,1.163802146911621,3531.852151250668
8,cpu,42.32890605926514,10.612030078264993,30.254125595092773,67.20924377441406,61.35770082473755,61.90885543823245,188.99614341081997
8,cuda,2.193470001220703,0.8888804796938538,2.0945072174072266,11.037588119506836,2.112412452697754,2.2077775001526336,3647.189154876914
16,cpu,164.80292558670044,2.1351555220935436,161.75174713134766,170.60351371765137,167.9851531982422,168.71240615844727,97.08565514258805
16,cuda,4.187579154968262,2.5243742404223504,3.892183303833008,29.30426597595215,3.952789306640625,4.236941337585579,3820.823298591777
32,cpu,348.08847665786743,5.136251485098737,335.65568923950195,356.8551540374756,354.97807264328003,355.9048795700073,91.93065023940011
32,cuda,8.35287094116211,6.51686764130394,7.679224014282227,73.19474220275879,7.713615894317627,8.455700874328947,3831.018128426624
