epoch,train_loss,val_loss,train_acc,val_acc
1,0.9153478932380676,2.9519594838092855,72.14285714285714,49.35064935064935
2,0.41604488347257884,1.0931368307633833,87.42857142857143,77.92207792207792
3,0.467094293151583,0.3888197380613971,85.42857142857143,89.6103896103896
4,0.3475762823649815,0.3393556400891635,90.28571428571429,89.6103896103896
5,0.21373796778065818,0.09001456417578768,92.85714285714286,96.1038961038961
6,0.17649704933166505,0.03231260405442157,94.57142857142857,98.7012987012987
7,0.1713065727693694,0.11434477596700966,95.0,94.8051948051948
8,0.2540985373088292,0.3562824536453594,91.57142857142857,90.9090909090909
9,0.17574751638940403,0.040530259946252326,94.85714285714286,97.40259740259741
10,0.08318112130675998,0.21009658142779167,97.42857142857143,93.50649350649351
11,0.08770557045936585,0.2244791520469181,97.42857142857143,92.20779220779221
12,0.10777010851672718,0.020331420246269796,97.0,100.0
13,0.07374673332486834,0.1064350666316835,97.57142857142857,97.40259740259741
14,0.05770618706941605,0.9606362218339625,97.71428571428571,92.20779220779221
15,0.14091011522071703,0.07528546213530693,96.28571428571429,97.40259740259741
16,0.05935805344155857,0.08985785760783724,98.14285714285714,98.7012987012987
17,0.09485029980540276,1.7929809633400533,97.42857142857143,92.20779220779221
18,0.10811876616307667,0.39127088892092177,96.57142857142857,90.9090909090909
19,0.05455134322334613,0.20261515223106683,98.57142857142857,92.20779220779221
20,0.0888148971008403,0.3980522828853943,97.57142857142857,89.6103896103896
21,0.08379096116338457,0.05581407494504343,97.42857142857143,98.7012987012987
22,0.06692216472434145,0.3607999448280467,98.0,89.6103896103896
23,0.08764494251459837,0.08687879380697457,98.0,94.8051948051948
24,0.09697125593466419,0.046709784923435804,97.42857142857143,98.7012987012987
25,0.10708091212170465,0.48675348464544715,97.71428571428571,87.01298701298701
26,0.07757285846131189,0.06176129478187143,98.0,97.40259740259741
27,0.11126420873616423,0.10608605832442061,97.42857142857143,92.20779220779221
28,0.05575124567640679,0.12125144603771049,98.42857142857143,96.1038961038961
29,0.07058360829949378,0.20075663916960165,97.85714285714286,90.9090909090909
30,0.07764952512724059,1.2445046610936716,97.85714285714286,89.6103896103896
