model_name,baseline_accuracy,worst_accuracy,accuracy_drop,relative_drop
banana_leaf_cnn,0.7792207792207793,0.18181818181818182,0.5974025974025974,0.7666666666666666
resnet50,0.8571428571428571,0.15584415584415584,0.7012987012987013,0.8181818181818182
mobilenet_v3_large,0.8441558441558441,0.16883116883116883,0.6753246753246753,0.8
efficientnet_b3,0.974025974025974,0.33766233766233766,0.6363636363636364,0.6533333333333333
densenet121,0.922077922077922,0.09090909090909091,0.8311688311688311,0.9014084507042253
vgg16,0.7662337662337663,0.12987012987012986,0.6363636363636365,0.8305084745762713
