model_name,baseline_accuracy,worst_accuracy,accuracy_drop,relative_drop
banana_leaf_cnn,0.7792207792207793,0.14285714285714285,0.6363636363636365,0.8166666666666668
resnet50,0.8571428571428571,0.14285714285714285,0.7142857142857142,0.8333333333333333
mobilenet_v3_large,0.8441558441558441,0.09090909090909091,0.7532467532467532,0.8923076923076922
efficientnet_b3,0.974025974025974,0.44155844155844154,0.5324675324675325,0.5466666666666667
densenet121,0.922077922077922,0.09090909090909091,0.8311688311688311,0.9014084507042253
vgg16,0.7662337662337663,0.14285714285714285,0.6233766233766234,0.8135593220338982
