model_name,baseline_accuracy,worst_accuracy,accuracy_drop,relative_drop
banana_leaf_cnn,0.7792207792207793,0.2597402597402597,0.5194805194805195,0.6666666666666667
resnet50,0.8571428571428571,0.22077922077922077,0.6363636363636364,0.7424242424242424
mobilenet_v3_large,0.8441558441558441,0.44155844155844154,0.40259740259740256,0.4769230769230769
efficientnet_b3,0.974025974025974,0.38961038961038963,0.5844155844155844,0.6
densenet121,0.922077922077922,0.5974025974025974,0.3246753246753247,0.35211267605633806
vgg16,0.7662337662337663,0.2077922077922078,0.5584415584415585,0.728813559322034
