perturbation,accuracy,precision,recall,f1
No Perturbation,0.14285714285714285,0.02040816326530612,0.14285714285714285,0.03571428571428571
Gaussian Blur (kernel=3),0.14285714285714285,0.02040816326530612,0.14285714285714285,0.03571428571428571
Gaussian Blur (kernel=5),0.14285714285714285,0.02040816326530612,0.14285714285714285,0.03571428571428571
Gaussian Blur (kernel=7),0.14285714285714285,0.02040816326530612,0.14285714285714285,0.03571428571428571
Gaussian Blur (kernel=9),0.14285714285714285,0.02040816326530612,0.14285714285714285,0.03571428571428571
Gaussian Blur (kernel=11),0.14285714285714285,0.02040816326530612,0.14285714285714285,0.03571428571428571
