model_name,baseline_accuracy,worst_accuracy,accuracy_drop,relative_drop
banana_leaf_cnn,0.7792207792207793,0.15584415584415584,0.6233766233766234,0.7999999999999999
resnet50,0.8571428571428571,0.15584415584415584,0.7012987012987013,0.8181818181818182
mobilenet_v3_large,0.8441558441558441,0.23376623376623376,0.6103896103896104,0.7230769230769231
efficientnet_b3,0.974025974025974,0.19480519480519481,0.7792207792207793,0.8
densenet121,0.922077922077922,0.15584415584415584,0.7662337662337662,0.8309859154929576
vgg16,0.7662337662337663,0.11688311688311688,0.6493506493506493,0.847457627118644
