class,fpr,tpr,auc
banana_healthy_leaf,"0.0,0.0,0.0,0.0,0.0,0.015151515151515152,0.015151515151515152,1.0","0.0,0.18181818181818182,0.45454545454545453,0.6363636363636364,0.9090909090909091,0.9090909090909091,1.0,1.0",0.9986225895316805
black_sigatoka,"0.0,0.0,0.0,0.015151515151515152,0.015151515151515152,1.0","0.0,0.09090909090909091,0.7272727272727273,0.7272727272727273,1.0,1.0",0.9958677685950413
yellow_sigatoka,"0.0,0.0,0.0,1.0","0.0,0.8181818181818182,1.0,1.0",1.0
panama_disease,"0.0,0.0,0.015151515151515152,0.015151515151515152,0.045454545454545456,0.045454545454545456,0.2727272727272727,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.3484848484848485,0.3484848484848485,1.0","0.0,0.18181818181818182,0.18181818181818182,0.45454545454545453,0.45454545454545453,0.5454545454545454,0.5454545454545454,0.6363636363636364,0.6363636363636364,0.9090909090909091,0.9090909090909091,1.0,1.0",0.8443526170798898
moko_disease,"0.0,0.0,0.0,0.015151515151515152,0.015151515151515152,0.36363636363636365,0.36363636363636365,1.0","0.0,0.09090909090909091,0.7272727272727273,0.7272727272727273,0.9090909090909091,0.9090909090909091,1.0,1.0",0.9641873278236914
insect_pest,"0.0,0.0,0.0,1.0","0.0,0.8181818181818182,1.0,1.0",1.0
bract_mosaic_virus,"0.0,0.0,0.0,1.0","0.0,0.45454545454545453,1.0,1.0",1.0
