epoch,train_loss,val_loss,train_acc,val_acc
1,0.7541677056040083,1.6957838086338786,74.0,66.23376623376623
2,0.29186505215508596,1.5739372148142232,91.28571428571429,80.51948051948052
3,0.057251966122005664,2.7781372627654632,97.85714285714286,76.62337662337663
4,0.1394736348944051,2.222273637722065,95.85714285714286,76.62337662337663
5,0.2029077934367316,1.057385259936866,94.28571428571429,76.62337662337663
6,0.14979541846684047,0.6181149993140203,96.14285714285714,87.01298701298701
7,0.12013466843536921,0.39390626096154574,96.14285714285714,90.9090909090909
8,0.11871889042002814,0.8980504804617399,97.28571428571429,93.50649350649351
9,0.0909316035998719,1.9311923586896487,97.71428571428571,88.31168831168831
10,0.06949110433459282,0.9228372168918095,97.71428571428571,85.71428571428571
11,0.08754112392663956,0.19772633180844706,96.71428571428571,94.8051948051948
12,0.07997755604130881,1.091683469930446,98.28571428571429,87.01298701298701
13,0.0307376126359616,0.6636236043913024,98.71428571428571,90.9090909090909
14,0.029515874127724342,0.7878697988057097,99.28571428571429,93.50649350649351
15,0.06597222687942642,1.0354679245562233,98.28571428571429,92.20779220779221
16,0.053659354150295255,0.7710930083866243,98.71428571428571,90.9090909090909
17,0.07918941784383995,2.3498398034547816,97.28571428571429,80.51948051948052
18,0.13112444574279444,0.48746177747496217,96.42857142857143,92.20779220779221
19,0.07575185745954513,1.593546554639742,97.28571428571429,85.71428571428571
20,0.11386056433830942,0.44298520955172455,96.85714285714286,87.01298701298701
21,0.056691021264663764,0.5326278232908869,98.0,89.6103896103896
22,0.09831220883343901,0.6181453257412105,96.85714285714286,88.31168831168831
23,0.024325511721628054,0.5114624864095217,99.42857142857143,93.50649350649351
24,0.0039401701112676945,0.6541932031705782,100.0,93.50649350649351
25,0.022601773312448392,0.8652648159435817,99.42857142857143,92.20779220779221
26,0.027199616776779293,0.7505186393663481,99.28571428571429,90.9090909090909
27,0.017075692380645446,1.1870695631225388,99.28571428571429,85.71428571428571
28,0.014500531879852393,1.0403266107881224,99.42857142857143,88.31168831168831
29,0.032168456616221065,0.8355340895714698,98.85714285714286,89.6103896103896
30,0.06170017937198281,1.0952829168988514,98.0,84.41558441558442
