epoch,train_loss,val_loss,train_acc,val_acc
1,1.8135400179454257,1.7147261353282186,30.428571428571427,29.87012987012987
2,1.410700122969491,1.379840792773606,43.42857142857143,40.25974025974026
3,1.28756206376212,0.8979153896307016,50.42857142857143,57.142857142857146
4,1.1842451327187675,1.0447221452539617,54.142857142857146,53.246753246753244
5,1.158520952974047,0.9316314714295524,55.0,61.03896103896104
6,1.0838586776597159,1.0298987735401501,56.714285714285715,58.44155844155844
7,1.046245631490435,1.1111872908356901,60.142857142857146,55.84415584415584
8,0.9745855358668736,2.0362737790330665,62.57142857142857,45.45454545454545
9,0.9245447478975568,0.7570648642329426,63.714285714285715,68.83116883116882
10,0.9458928281920297,0.8329015621891269,62.714285714285715,59.74025974025974
11,0.9108031930242266,0.8506751389472516,64.42857142857143,64.93506493506493
12,0.8184878652436393,0.6964382684075987,67.14285714285714,62.33766233766234
13,0.7471786962236677,0.7520879131632966,73.42857142857143,66.23376623376623
14,0.799455064364842,0.5035097577742168,67.85714285714286,77.92207792207792
15,0.7975502531869071,0.4463491586895732,68.28571428571429,81.81818181818181
16,0.6880251199858529,0.5921075514384678,74.14285714285714,74.02597402597402
17,0.6799901366233826,0.4125153993244295,74.57142857142857,80.51948051948052
18,0.7258869314193725,0.42619459466500714,70.0,87.01298701298701
19,0.6608205141339983,0.5950034579092806,74.85714285714286,70.12987012987013
20,0.6696584936550686,0.5259462862045734,74.14285714285714,80.51948051948052
21,0.6905641273089818,0.5027716738450063,74.0,76.62337662337663
22,0.6918252536228725,0.6146975639578584,74.42857142857143,75.32467532467533
23,0.6428333568572998,0.3790240837382032,75.14285714285714,87.01298701298701
24,0.6054681362424578,0.4090137052071559,76.85714285714286,88.31168831168831
25,0.591824803011758,0.6157675782194385,77.85714285714286,72.72727272727273
26,0.6315843081474304,0.616817365993153,76.71428571428571,77.92207792207792
27,0.6151172488076346,0.32454203727183406,78.71428571428571,90.9090909090909
28,0.6020903502191816,0.3508546368835808,79.42857142857143,88.31168831168831
29,0.5680830837999071,0.34814711960105155,77.85714285714286,87.01298701298701
30,0.570573412009648,0.6309672911445816,77.57142857142857,74.02597402597402
