test,baseline_accuracy,worst_accuracy,accuracy_drop,relative_drop
Gaussian Noise,0.8571428571428571,0.22077922077922077,0.6363636363636364,0.7424242424242424
Blur,0.8571428571428571,0.14285714285714285,0.7142857142857142,0.8333333333333333
Brightness,0.8571428571428571,0.14285714285714285,0.7142857142857142,0.8333333333333333
Contrast,0.8571428571428571,0.14285714285714285,0.7142857142857142,0.8333333333333333
Rotation,0.8571428571428571,0.15584415584415584,0.7012987012987013,0.8181818181818182
Occlusion,0.8571428571428571,0.8571428571428571,0.0,0.0
Jpeg Compression,0.8571428571428571,0.15584415584415584,0.7012987012987013,0.8181818181818182
