test,baseline_accuracy,worst_accuracy,accuracy_drop,relative_drop
Gaussian Noise,0.922077922077922,0.5974025974025974,0.3246753246753247,0.35211267605633806
Blur,0.922077922077922,0.09090909090909091,0.8311688311688311,0.9014084507042253
Brightness,0.922077922077922,0.07792207792207792,0.8441558441558441,0.9154929577464789
Contrast,0.922077922077922,0.09090909090909091,0.8311688311688311,0.9014084507042253
Rotation,0.922077922077922,0.09090909090909091,0.8311688311688311,0.9014084507042253
Occlusion,0.922077922077922,0.922077922077922,0.0,0.0
Jpeg Compression,0.922077922077922,0.15584415584415584,0.7662337662337662,0.8309859154929576
