test,baseline_accuracy,worst_accuracy,accuracy_drop,relative_drop
Gaussian Noise,0.7792207792207793,0.24675324675324675,0.5324675324675325,0.6833333333333333
Blur,0.7792207792207793,0.14285714285714285,0.6363636363636365,0.8166666666666668
Brightness,0.7792207792207793,0.14285714285714285,0.6363636363636365,0.8166666666666668
Contrast,0.7792207792207793,0.14285714285714285,0.6363636363636365,0.8166666666666668
Rotation,0.7792207792207793,0.18181818181818182,0.5974025974025974,0.7666666666666666
Occlusion,0.7792207792207793,0.7272727272727273,0.051948051948051965,0.06666666666666668
Jpeg Compression,0.7792207792207793,0.15584415584415584,0.6233766233766234,0.7999999999999999
