model_name,params,param_memory_fp32_mb,param_memory_fp16_mb,activation_memory_mb,total_memory_mb,total_memory_fp16_mb
banana_leaf_cnn,205191,0.7827415466308594,0.3913707733154297,3.1309661865234375,4.487926483154297,2.2439632415771484
resnet50,23522375,89.73073959350586,44.86536979675293,358.92295837402344,449.2279167175293,224.61395835876465
mobilenet_v3_large,4210999,16.06368637084961,8.031843185424805,64.25474548339844,80.89265060424805,40.44632530212402
efficientnet_b3,10706991,40.843929290771484,20.421964645385742,163.37571716308594,204.79386520385742,102.39693260192871
densenet121,6961031,26.55422592163086,13.27711296081543,106.21690368652344,133.3453483581543,66.67267417907715
vgg16,134289223,512.2727317810059,256.13636589050293,2049.0909271240234,2561.9378776550293,1280.9689388275146
