model_name,flops,params,flops_per_param,theoretical_throughput_gpu,theoretical_throughput_cpu,actual_throughput,efficiency_ratio
banana_leaf_cnn,877677952.0,205191.0,4277.370605923262,11393.700818406794,113.93700818406795,783.2178696673526,0.0687413055819445
resnet50,8263417856.0,23522375.0,351.3003196318399,1210.153011049669,12.10153011049669,115.36872958363544,0.09533400200654486
mobilenet_v3_large,467134832.0,4210999.0,110.93206908859395,21407.095585627405,214.07095585627405,117.44395075887822,0.005486216020716485
efficientnet_b3,2036214592.0,10706991.0,190.1761748001843,4911.073734216713,49.11073734216713,56.29035342653091,0.011461923903593943
densenet121,5791980544.0,6961031.0,832.0578580960206,1726.5251366148236,17.265251366148235,47.18639186391864,0.027330266361737663
vgg16,30932494336.0,134289223.0,230.3423435252135,323.2846304399627,3.232846304399627,327.45436347766616,1.0128980243571395
